user_id,item_id,suitability_rating
146,314,1.99
146,236,1.95
146,286,2.12
146,9,3.5
146,5,2.38
146,276,1.94
147,184,2.22
147,112,2.77
147,19,2.14
147,217,2.38
147,13,3.1
147,146,2.36
147,338,2.39
147,270,2.37
147,298,2.35
147,68,2.01
147,200,1.88
147,420,2.55
148,129,2.11
148,56,3.54
148,208,2.47
148,168,2.81
148,118,2.13
148,2,2.66
148,145,2.22
148,390,2.31
148,33,2.19
148,28,3.34
148,426,3.08
148,330,3.22
149,82,2.93
149,77,4.52
149,320,2.99
149,11,3.3
149,376,2.35
149,225,4.17
149,474,1.74
149,130,2.13
149,1,2.43
149,245,2.89
149,254,2.2
149,147,3.69
150,411,3.0
150,436,2.71
150,116,1.88
150,455,2.42
150,247,2.54
150,35,2.3
150,460,2.15
150,95,2.16
150,67,2.62
150,327,2.2
150,115,1.11
150,84,1.9
151,470,2.68
151,432,3.1
151,108,2.14
151,371,2.83
151,144,3.21
151,453,3.45
151,25,3.34
151,237,2.85
151,396,1.97
151,6,2.44
151,338,2.07
151,143,2.03
152,89,1.9
152,232,2.22
152,94,3.52
152,393,2.02
152,436,2.31
152,131,1.78
152,238,3.09
152,56,3.99
152,245,2.29
152,258,2.16
152,328,2.12
152,190,1.93
153,174,1.93
153,175,1.74
153,214,1.94
153,293,1.46
153,234,2.13
153,491,3.2
153,197,1.91
153,313,1.92
153,458,3.28
153,421,2.17
153,78,2.31
153,56,2.77
154,3,2.88
154,10,2.84
154,40,3.03
154,282,3.08
154,225,2.93
154,413,2.45
154,377,3.44
154,441,3.26
154,239,3.11
154,248,2.7
154,342,2.76
154,151,2.98
155,17,2.99
155,161,2.0
155,241,3.5
155,195,1.67
155,363,3.17
155,466,2.41
155,462,3.36
155,121,4.24
155,499,2.42
155,94,2.35
155,154,3.27
155,98,3.08
156,74,1.97
156,16,2.31
156,468,2.92
156,242,1.81
156,301,2.26
156,313,1.78
156,330,3.01
156,478,3.39
156,353,2.64
156,1,3.18
156,181,2.17
156,266,2.43
157,231,2.84
157,351,1.63
157,490,1.9
157,258,2.6
157,171,2.28
157,334,2.56
157,27,1.98
157,198,2.9
157,387,3.49
157,168,2.28
157,428,3.08
157,295,2.57
158,496,1.4
158,482,2.68
158,154,3.55
158,18,1.9
158,407,1.91
158,172,4.3
158,6,3.97
158,442,3.27
158,475,3.78
158,168,2.34
158,317,2.4
158,176,1.47
159,235,2.82
159,286,1.89
159,41,2.08
159,481,3.12
159,298,1.79
159,185,1.71
159,48,3.59
159,482,2.11
159,295,1.81
159,363,2.59
159,430,1.61
159,165,2.08
160,472,2.43
160,47,1.82
160,473,2.05
160,39,2.22
160,380,3.81
160,363,3.77
160,468,1.81
160,321,2.17
160,153,1.91
160,405,2.54
160,327,2.54
160,346,2.19
161,128,1.71
161,74,1.69
161,462,2.19
161,125,3.03
161,96,1.78
161,466,2.16
161,101,1.87
161,434,2.8
161,90,1.99
161,483,1.68
161,327,2.07
161,401,2.97
162,348,3.0
162,122,2.93
162,279,1.52
162,331,2.16
162,427,2.79
162,300,2.76
162,480,1.04
162,37,2.43
162,11,1.82
162,146,2.89
162,19,2.17
162,187,2.73
163,271,2.95
163,30,2.15
163,106,3.17
163,423,3.68
163,221,3.08
163,142,4.27
163,187,2.57
163,293,3.5
163,136,2.8
163,287,3.0
163,413,3.18
163,211,2.75
164,54,2.1
164,477,3.12
164,304,2.17
164,12,4.66
164,240,1.85
164,56,1.6
164,3,1.84
164,270,2.44
164,141,3.21
164,229,2.13
164,214,1.74
164,483,2.27
165,375,2.64
165,409,2.95
165,447,2.54
165,399,3.53
165,472,2.03
165,417,2.75
165,252,1.75
165,248,3.26
165,231,1.93
165,477,1.98
165,10,2.73
165,245,2.39
166,208,1.96
166,291,2.98
166,364,2.85
166,489,2.34
166,399,3.2
166,394,3.04
166,325,1.69
166,427,3.23
166,368,2.61
166,373,4.02
166,267,2.69
166,198,1.92
167,186,1.43
167,351,2.16
167,43,2.35
167,323,2.14
167,412,2.82
167,428,3.13
167,450,2.41
167,138,2.5
167,20,2.63
167,227,1.0
167,429,1.93
167,416,2.93
168,12,2.42
168,341,4.07
168,30,2.16
168,339,2.53
168,143,1.97
168,56,2.61
168,309,2.33
168,429,1.92
168,271,2.4
168,355,3.41
168,450,2.01
168,181,1.79
169,415,3.11
169,385,1.63
169,133,2.43
169,452,2.21
169,86,2.42
169,333,3.2
169,390,3.76
169,38,2.39
169,416,2.63
169,222,2.28
169,41,1.82
169,262,2.7
170,75,2.62
170,296,2.34
170,240,2.44
170,140,1.7
170,329,2.19
170,242,2.07
170,82,2.84
170,11,2.45
170,465,2.26
170,279,2.4
170,450,1.72
170,419,1.96
171,357,3.16
171,180,2.93
171,209,2.5
171,50,4.44
171,218,3.73
171,400,3.11
171,378,3.23
171,103,3.13
171,60,3.27
171,129,3.23
171,452,2.99
171,221,2.47
172,193,2.42
172,70,2.95
172,144,3.63
172,20,2.0
172,117,1.86
172,409,3.96
172,80,2.49
172,338,1.53
172,472,2.57
172,12,2.76
172,186,2.38
172,351,2.84
173,255,2.97
173,131,2.76
173,325,1.55
173,422,2.81
173,149,1.8
173,499,2.36
173,143,1.77
173,112,1.01
173,20,1.84
173,244,3.49
173,406,3.42
173,468,1.84
174,109,1.86
174,135,2.4
174,15,1.65
174,316,1.86
174,251,2.37
174,143,2.56
174,60,2.12
174,71,3.51
174,474,1.73
174,195,2.67
174,97,2.46
174,278,2.26
175,41,2.42
175,314,2.46
175,123,2.18
175,158,2.36
175,294,1.96
175,145,1.93
175,334,3.21
175,290,3.35
175,337,1.79
175,312,2.38
175,446,2.55
175,491,1.28
176,36,3.41
176,369,1.88
176,435,2.15
176,461,3.72
176,163,1.82
176,10,2.05
176,179,2.9
176,78,2.43
176,67,2.91
176,480,2.0
176,56,3.11
176,486,3.37
177,321,1.58
177,133,2.16
177,407,2.11
177,58,1.88
177,410,2.87
177,73,1.81
177,167,1.77
177,336,2.41
177,282,3.51
177,275,2.61
177,299,2.08
177,22,2.84
178,60,1.56
178,49,3.6
178,136,2.77
178,209,2.57
178,268,2.34
178,443,3.24
178,369,2.27
178,82,2.79
178,64,2.98
178,63,2.51
178,33,2.72
178,95,2.05
179,99,1.61
179,403,1.61
179,111,4.93
179,212,2.41
179,19,2.28
179,402,2.43
179,321,2.32
179,142,4.05
179,178,1.36
179,155,2.27
179,377,1.97
179,307,2.15
180,333,1.7
180,196,2.45
180,93,2.76
180,364,2.2
180,455,2.25
180,294,2.2
180,475,1.75
180,298,2.6
180,80,2.58
180,10,2.77
180,310,1.74
180,132,5.0
181,262,3.05
181,237,3.7
181,207,2.16
181,215,1.65
181,14,1.59
181,125,1.9
181,433,1.89
181,150,1.58
181,475,2.14
181,431,2.39
181,323,1.93
181,154,3.24
182,375,2.67
182,470,3.58
182,353,2.23
182,194,1.79
182,434,2.47
182,449,1.87
182,328,2.95
182,488,3.26
182,30,1.33
182,227,3.46
182,399,3.03
182,5,1.86
183,265,1.97
183,6,3.29
183,73,1.69
183,202,2.52
183,187,2.31
183,332,2.16
183,286,2.33
183,383,1.64
183,410,4.17
183,475,2.91
183,486,2.3
183,25,1.26
184,18,1.97
184,46,1.79
184,317,2.15
184,250,3.16
184,55,2.15
184,77,2.05
184,349,3.96
184,159,1.69
184,369,2.59
184,318,3.17
184,98,1.38
184,475,3.17
185,254,2.54
185,17,2.63
185,112,2.77
185,430,2.94
185,204,3.37
185,104,3.31
185,213,3.09
185,224,3.06
185,301,2.74
185,230,2.66
185,408,2.9
185,438,2.29
186,427,1.86
186,291,3.06
186,169,2.67
186,451,1.85
186,352,2.67
186,347,2.51
186,242,2.54
186,72,2.57
186,159,2.05
186,297,1.74
186,305,1.89
186,406,1.82
187,207,2.64
187,480,2.58
187,358,2.94
187,253,2.18
187,229,2.01
187,273,2.28
187,362,2.33
187,122,2.47
187,356,1.58
187,136,2.71
187,53,2.91
187,92,2.64
188,153,3.46
188,254,3.15
188,299,4.1
188,453,2.68
188,324,2.76
188,276,2.54
188,343,3.15
188,22,2.24
188,450,2.77
188,24,3.35
188,303,2.96
188,74,3.35
189,374,3.08
189,310,2.45
189,287,1.97
189,284,2.06
189,313,2.03
189,215,2.29
189,61,2.32
189,363,3.86
189,286,2.71
189,14,2.59
189,444,3.58
189,231,2.53
190,89,2.86
190,454,2.62
190,191,1.42
190,351,1.82
190,9,2.34
190,473,2.25
190,393,1.63
190,109,2.27
190,302,2.48
190,194,2.54
190,51,2.7
190,406,1.65
191,75,1.7
191,395,2.44
191,191,2.27
191,290,1.99
191,98,3.05
191,383,2.49
191,303,2.23
191,421,3.57
191,74,1.55
191,81,2.37
191,467,3.85
191,19,1.56
192,235,2.06
192,146,2.73
192,421,2.9
192,42,4.2
192,373,2.02
192,479,2.37
192,199,1.94
192,48,2.27
192,214,2.75
192,450,1.74
192,306,2.68
192,182,1.65
193,74,2.21
193,272,2.1
193,58,2.52
193,458,3.67
193,397,2.73
193,488,2.05
193,229,1.69
193,165,2.65
193,187,2.42
193,278,2.8
193,395,1.92
193,6,2.42
194,84,2.58
194,33,3.61
194,56,3.13
194,379,3.88
194,404,2.89
194,165,2.77
194,462,2.98
194,223,3.53
194,432,2.82
194,170,2.59
194,125,3.21
194,253,3.55
195,249,1.98
195,146,2.77
195,291,3.31
195,246,2.75
195,244,2.03
195,182,2.19
195,168,1.7
195,9,2.61
195,345,1.85
195,270,2.61
195,109,1.45
195,136,2.53
196,452,2.58
196,377,2.53
196,428,2.98
196,494,1.9
196,209,2.8
196,55,1.13
196,160,2.75
196,462,3.32
196,14,1.88
196,356,1.62
196,469,2.59
196,467,2.87
197,355,2.9
197,128,3.3
197,497,3.02
197,402,2.57
197,273,3.38
197,347,2.84
197,420,3.29
197,141,3.27
197,279,3.09
197,32,3.03
197,18,3.52
197,222,2.9
198,24,1.89
198,161,2.46
198,167,3.03
198,42,2.84
198,125,2.17
198,172,2.75
198,20,3.28
198,272,1.96
198,441,2.69
198,324,3.81
198,90,2.37
198,417,1.98
199,191,1.86
199,249,2.09
199,337,2.69
199,76,3.07
199,370,2.6
199,203,2.19
199,270,1.62
199,1,2.89
199,437,3.52
199,439,1.86
199,16,3.16
199,410,3.2
200,158,3.99
200,89,2.43
200,384,2.22
200,126,2.25
200,446,2.48
200,14,2.63
200,439,2.55
200,375,1.92
200,236,2.34
200,257,2.43
200,421,1.66
200,457,3.47
201,349,3.9
201,414,4.56
201,58,3.54
201,404,1.95
201,370,2.12
201,14,3.18
201,490,2.15
201,3,2.33
201,59,2.09
201,85,1.94
201,175,2.03
201,437,1.55
202,315,2.91
202,333,1.96
202,32,1.9
202,256,1.71
202,416,2.12
202,205,1.53
202,419,1.75
202,51,3.73
202,188,1.82
202,247,2.76
202,101,2.44
202,193,2.75
203,337,1.97
203,386,1.58
203,50,2.51
203,26,2.63
203,66,1.41
203,474,1.94
203,333,3.3
203,89,1.66
203,465,2.18
203,261,2.05
203,363,3.76
203,473,2.42
204,259,3.07
204,85,2.36
204,497,2.39
204,450,2.8
204,440,3.01
204,453,2.03
204,235,2.3
204,423,2.05
204,396,1.45
204,6,3.02
204,190,1.97
204,349,2.97
205,290,3.39
205,165,2.51
205,221,2.18
205,333,3.82
205,179,3.8
205,362,2.16
205,185,2.17
205,467,2.2
205,311,2.37
205,271,2.27
205,162,3.45
205,228,1.51
206,183,2.24
206,387,2.64
206,172,1.92
206,412,3.02
206,39,3.36
206,226,1.86
206,298,3.0
206,198,2.31
206,397,2.11
206,193,2.35
206,406,2.89
206,205,2.07
207,401,2.55
207,104,3.11
207,333,2.79
207,290,2.97
207,472,2.15
207,412,2.45
207,126,1.38
207,132,3.37
207,37,2.39
207,353,2.48
207,322,2.16
207,491,2.79
208,116,2.46
208,344,3.52
208,338,2.18
208,150,3.02
208,161,2.8
208,440,3.46
208,98,2.2
208,228,3.0
208,22,1.85
208,57,3.6
208,3,2.75
208,210,1.79
209,266,2.35
209,28,2.86
209,289,3.24
209,454,1.9
209,66,1.96
209,345,2.02
209,78,1.86
209,239,1.86
209,120,3.13
209,455,2.56
209,132,2.96
209,448,1.8
210,53,1.57
210,287,2.72
210,76,2.38
210,85,1.87
210,436,2.61
210,462,2.79
210,84,2.59
210,158,3.26
210,50,3.25
210,423,2.66
210,439,3.26
210,129,2.13
211,47,1.86
211,174,2.35
211,200,1.84
211,451,1.92
211,191,2.97
211,36,1.97
211,25,2.42
211,370,1.63
211,379,1.75
211,463,1.85
211,307,2.64
211,248,2.26
212,399,3.8
212,88,2.49
212,211,1.89
212,56,1.09
212,259,3.17
212,29,1.98
212,337,1.65
212,417,2.82
212,116,2.84
212,414,4.23
212,239,1.68
212,171,2.14
213,373,2.64
213,296,2.33
213,390,2.17
213,3,2.21
213,203,2.18
213,325,2.98
213,17,3.34
213,112,2.28
213,489,1.94
213,320,1.88
213,172,3.16
213,415,2.53
214,20,2.02
214,144,3.52
214,321,2.12
214,28,1.52
214,50,4.01
214,10,1.98
214,353,2.18
214,412,2.11
214,294,2.43
214,253,1.69
214,273,2.6
214,87,2.89
215,242,2.15
215,376,2.17
215,349,3.22
215,220,2.15
215,71,2.85
215,398,1.52
215,52,2.48
215,340,2.63
215,328,3.16
215,410,4.07
215,267,1.8
215,290,3.09
216,92,3.33
216,423,3.72
216,146,2.66
216,166,1.63
216,55,2.52
216,164,2.95
216,319,2.96
216,408,1.87
216,295,3.73
216,257,2.56
216,440,4.24
216,359,3.02
217,281,3.28
217,303,2.84
217,11,2.12
217,276,3.11
217,220,2.31
217,168,1.92
217,329,2.48
217,334,3.01
217,107,2.24
217,40,2.51
217,192,2.01
217,88,2.39
218,67,3.01
218,460,1.45
218,446,2.12
218,396,2.88
218,412,1.66
218,111,2.59
218,402,2.22
218,469,2.64
218,494,2.36
218,465,2.15
218,422,2.68
218,240,1.74
219,473,2.23
219,230,2.82
219,25,2.34
219,229,2.02
219,172,3.08
219,165,4.38
219,100,2.48
219,399,2.32
219,273,1.9
219,89,2.46
219,153,2.11
219,35,2.47
220,382,2.31
220,183,2.1
220,159,1.71
220,243,2.53
220,331,3.21
220,22,1.63
220,412,3.79
220,260,3.22
220,437,4.17
220,53,1.57
220,39,2.02
220,38,1.55
221,349,1.76
221,483,1.68
221,455,2.73
221,431,3.16
221,323,2.37
221,358,2.81
221,183,3.21
221,268,1.48
221,405,2.44
221,305,3.0
221,465,2.26
221,241,2.35
222,210,2.12
222,279,2.22
222,126,1.71
222,21,2.35
222,473,2.72
222,164,2.0
222,291,2.87
222,20,3.52
222,455,2.33
222,72,2.38
222,391,2.13
222,270,1.85
223,218,3.31
223,99,2.04
223,161,2.24
223,266,2.14
223,411,3.24
223,74,2.56
223,319,2.65
223,281,2.9
223,1,3.42
223,192,2.61
223,463,1.82
223,483,2.42
224,19,1.31
224,57,3.52
224,48,2.96
224,388,1.67
224,334,2.46
224,350,2.27
224,357,2.16
224,104,1.78
224,447,2.21
224,298,1.78
224,53,2.22
224,462,2.96
225,475,2.45
225,123,2.09
225,13,2.18
225,493,3.43
225,50,2.96
225,133,3.16
225,445,2.23
225,285,1.94
225,243,1.65
225,103,1.99
225,262,2.12
225,219,2.91
226,97,3.59
226,354,2.07
226,90,2.27
226,126,1.85
226,116,2.14
226,82,2.19
226,410,3.66
226,207,1.71
226,390,3.55
226,166,2.43
226,119,2.0
226,230,2.77
227,461,2.36
227,77,2.77
227,237,1.87
227,53,2.05
227,334,2.73
227,258,2.11
227,484,3.32
227,455,2.16
227,283,2.56
227,392,2.21
227,414,2.85
227,351,2.12
228,480,2.36
228,427,2.31
228,251,1.6
228,275,2.29
228,209,3.68
228,334,3.33
228,314,2.03
228,305,2.25
228,272,2.82
228,494,1.97
228,236,1.61
228,63,1.86
229,496,2.36
229,451,2.43
229,110,2.51
229,238,1.7
229,458,2.87
229,213,2.09
229,177,2.45
229,101,2.25
229,226,2.19
229,180,3.29
229,15,2.73
229,130,2.67
230,291,2.31
230,361,1.89
230,135,1.8
230,312,2.12
230,98,2.33
230,226,1.92
230,436,2.67
230,58,3.51
230,492,1.68
230,27,1.71
230,369,2.35
230,434,2.11
231,47,2.87
231,487,2.47
231,339,3.3
231,19,2.31
231,118,1.5
231,131,1.84
231,196,2.4
231,493,2.3
231,200,3.4
231,500,3.44
231,134,3.14
231,107,2.81
232,259,2.94
232,164,2.26
232,240,2.65
232,182,2.6
232,496,1.73
232,195,1.67
232,315,1.78
232,117,2.2
232,365,2.17
232,261,2.37
232,214,2.88
232,357,1.49
233,303,2.7
233,238,2.46
233,343,1.29
233,69,2.05
233,421,2.28
233,94,3.76
233,276,2.89
233,348,2.69
233,436,1.87
233,362,2.58
233,369,2.5
233,316,2.18
234,5,2.41
234,490,2.36
234,170,2.35
234,455,2.94
234,83,1.24
234,339,2.36
234,223,3.8
234,165,2.48
234,164,2.49
234,247,2.82
234,256,2.74
234,420,3.14
235,180,1.76
235,63,1.61
235,151,2.04
235,264,3.71
235,421,2.7
235,423,1.99
235,101,3.01
235,205,2.0
235,19,2.12
235,406,2.99
235,26,2.98
235,382,2.31
236,12,2.96
236,214,3.36
236,450,3.23
236,333,2.11
236,189,2.75
236,288,2.83
236,301,2.33
236,456,1.73
236,280,1.68
236,79,2.47
236,37,1.96
236,303,1.57
237,119,1.27
237,279,2.27
237,47,2.85
237,205,2.19
237,277,2.24
237,55,1.59
237,15,2.16
237,374,2.71
237,480,2.51
237,307,2.29
237,157,2.06
237,348,3.36
238,366,3.11
238,178,3.06
238,90,3.29
238,444,3.22
238,332,2.9
238,495,2.79
238,476,2.84
238,424,3.37
238,428,2.55
238,368,2.84
238,145,2.41
238,35,2.34
239,118,1.87
239,336,2.36
239,345,1.69
239,110,2.48
239,149,2.31
239,368,1.61
239,245,3.53
239,130,2.58
239,56,1.95
239,471,4.15
239,61,1.7
239,197,3.73
240,320,3.96
240,32,2.37
240,297,2.17
240,490,1.96
240,341,3.16
240,226,1.89
240,305,3.16
240,13,3.79
240,371,3.28
240,419,3.36
240,310,2.07
240,325,2.81
241,209,1.59
241,19,2.17
241,261,2.41
241,489,2.17
241,159,2.83
241,418,2.12
241,127,3.56
241,300,1.8
241,443,2.26
241,97,2.76
241,455,3.03
241,342,2.73
242,352,1.66
242,15,1.89
242,455,2.68
242,367,1.75
242,99,2.34
242,245,1.92
242,464,3.76
242,458,2.29
242,197,2.98
242,326,1.84
242,11,1.95
242,198,1.5
243,63,1.82
243,390,2.17
243,427,2.45
243,2,2.61
243,466,1.87
243,187,2.25
243,346,1.51
243,26,3.21
243,402,2.35
243,177,2.93
243,287,1.84
243,416,2.92
244,168,3.0
244,439,2.92
244,360,2.57
244,37,2.05
244,259,2.11
244,319,3.58
244,197,2.05
244,467,3.65
244,172,2.51
244,107,3.36
244,234,2.02
244,178,1.48
245,75,2.04
245,302,3.72
245,241,3.73
245,21,2.09
245,89,1.46
245,301,2.23
245,388,2.81
245,243,2.06
245,350,1.35
245,177,1.99
245,88,1.98
245,374,3.49
246,88,1.53
246,390,2.24
246,420,2.75
246,264,3.05
246,191,2.24
246,423,2.2
246,201,2.02
246,427,2.78
246,483,2.16
246,368,2.65
246,62,2.79
246,161,2.55
247,323,3.05
247,322,3.03
247,90,2.71
247,347,3.15
247,475,3.48
247,214,2.97
247,24,3.47
247,468,3.09
247,227,3.36
247,460,2.41
247,213,3.11
247,76,3.34
248,11,2.5
248,344,2.38
248,453,2.65
248,32,1.7
248,411,1.48
248,160,3.27
248,113,3.97
248,287,2.19
248,222,2.63
248,46,3.98
248,387,3.95
248,302,2.38
249,223,1.88
249,215,3.14
249,489,2.31
249,347,2.18
249,128,3.34
249,375,2.16
249,139,1.59
249,444,2.06
249,263,2.24
249,312,4.93
249,389,2.31
249,327,2.27
250,419,3.32
250,264,2.44
250,325,2.44
250,95,1.83
250,223,2.88
250,89,1.73
250,265,2.53
250,381,2.73
250,272,1.79
250,125,1.16
250,278,2.16
250,307,2.32
251,168,3.39
251,288,2.75
251,423,1.9
251,340,2.45
251,181,2.18
251,232,2.31
251,307,3.66
251,135,2.8
251,171,1.8
251,92,2.99
251,410,2.87
251,369,2.32
252,283,2.69
252,457,3.37
252,10,2.44
252,64,3.86
252,498,3.22
252,392,2.27
252,411,1.79
252,96,2.13
252,228,2.71
252,285,1.64
252,373,3.61
252,116,2.45
253,362,3.01
253,57,3.11
253,311,2.12
253,6,2.03
253,341,2.42
253,326,2.82
253,86,3.63
253,468,3.26
253,364,2.2
253,427,2.38
253,67,2.48
253,477,2.87
254,5,3.1
254,240,1.61
254,147,4.09
254,455,1.27
254,32,2.19
254,129,1.81
254,335,3.97
254,457,1.73
254,18,2.41
254,223,1.84
254,285,1.31
254,358,2.26
255,325,1.28
255,319,2.31
255,63,1.27
255,204,4.59
255,263,2.58
255,275,2.13
255,167,2.7
255,298,2.99
255,151,2.31
255,33,2.17
255,450,1.82
255,291,2.21
256,220,1.75
256,203,1.78
256,97,1.83
256,226,2.22
256,113,2.01
256,477,1.51
256,122,2.26
256,74,2.47
256,293,2.57
256,379,2.1
256,110,1.83
256,105,2.64
257,456,2.57
257,337,1.97
257,263,3.06
257,186,2.25
257,253,1.65
257,339,3.32
257,465,2.06
257,103,2.19
257,376,2.48
257,360,1.91
257,92,3.31
257,406,2.98
258,243,2.3
258,365,2.8
258,337,1.6
258,229,1.41
258,343,2.02
258,157,2.33
258,125,3.38
258,89,2.32
258,469,2.59
258,260,1.76
258,51,2.07
258,183,2.67
259,325,2.33
259,469,3.3
259,183,3.53
259,435,2.75
259,321,3.15
259,350,3.89
259,276,3.16
259,328,3.34
259,458,2.64
259,114,3.26
259,81,3.06
259,69,2.97
260,118,2.84
260,143,2.97
260,441,3.71
260,270,3.36
260,190,3.24
260,9,2.82
260,382,3.86
260,164,3.3
260,299,2.57
260,391,3.31
260,218,3.25
260,264,2.68
261,414,2.77
261,258,3.1
261,293,2.28
261,140,3.37
261,473,3.5
261,252,1.75
261,72,1.46
261,372,2.35
261,272,2.14
261,379,2.04
261,157,2.87
261,419,2.3
262,1,4.26
262,103,2.19
262,186,2.82
262,246,2.06
262,333,3.29
262,282,2.23
262,406,3.76
262,412,2.32
262,342,2.9
262,493,2.43
262,139,2.7
262,239,1.86
263,476,1.62
263,429,2.9
263,170,1.96
263,135,2.38
263,24,2.43
263,118,2.04
263,449,4.21
263,225,2.79
263,470,1.95
263,455,2.03
263,370,1.77
263,337,1.73
264,371,3.62
264,244,2.31
264,49,2.73
264,105,2.09
264,347,2.2
264,121,2.47
264,26,2.68
264,170,2.83
264,441,2.4
264,400,2.48
264,114,3.3
264,467,2.51
265,181,2.97
265,97,2.87
265,73,1.92
265,491,1.64
265,135,3.14
265,443,2.94
265,328,2.79
265,64,3.35
265,426,2.34
265,246,3.07
265,120,3.81
265,370,2.32
266,113,1.69
266,12,3.23
266,238,2.34
266,188,2.88
266,136,2.31
266,247,2.0
266,411,2.37
266,212,3.35
266,58,2.26
266,234,2.76
266,309,2.38
266,170,2.72
267,317,2.61
267,154,3.0
267,155,2.22
267,228,2.57
267,67,3.13
267,464,2.11
267,374,2.47
267,126,1.08
267,304,2.84
267,75,1.97
267,297,2.22
267,342,3.49
268,360,1.98
268,269,2.69
268,122,2.33
268,266,2.74
268,217,2.65
268,391,3.22
268,36,4.18
268,56,3.13
268,427,2.07
268,61,3.03
268,107,3.0
268,302,2.17
269,201,3.41
269,148,1.66
269,80,2.25
269,258,2.58
269,157,1.9
269,72,3.41
269,425,2.65
269,375,2.05
269,121,2.96
269,437,2.24
269,19,2.53
269,123,1.66
270,396,1.94
270,183,2.17
270,373,3.2
270,114,3.11
270,177,3.53
270,230,3.08
270,40,2.5
270,116,2.12
270,31,2.0
270,241,1.8
270,200,2.73
270,488,2.73
271,426,3.72
271,12,3.05
271,247,2.15
271,387,2.58
271,390,3.04
271,112,2.09
271,47,2.45
271,474,2.15
271,327,1.16
271,374,3.03
271,415,2.98
271,457,2.35
272,119,1.0
272,184,2.5
272,430,2.99
272,193,1.62
272,8,2.06
272,202,1.96
272,32,2.04
272,134,1.78
272,478,3.67
272,105,1.0
272,196,2.0
272,136,1.61
273,50,3.11
273,493,2.71
273,181,3.18
273,420,2.55
273,353,3.22
273,454,3.1
273,170,3.85
273,336,3.43
273,499,3.31
273,422,2.27
273,62,2.76
273,492,3.5
274,55,2.0
274,292,3.01
274,104,1.52
274,312,2.18
274,91,2.65
274,465,2.75
274,30,2.7
274,160,2.3
274,444,1.75
274,271,2.47
274,344,2.69
274,142,2.18
275,67,1.45
275,186,3.49
275,420,2.5
275,216,2.48
275,22,3.11
275,348,2.57
275,21,1.96
275,470,2.31
275,140,2.09
275,29,2.54
275,177,2.61
275,399,2.06
276,71,2.66
276,321,3.07
276,385,3.07
276,302,3.58
276,95,2.98
276,102,2.97
276,459,2.07
276,216,1.62
276,480,2.08
276,273,2.36
276,392,2.11
276,482,2.5
277,444,2.27
277,239,1.69
277,316,2.65
277,25,2.2
277,322,5.0
277,65,1.9
277,281,2.28
277,106,2.17
277,135,2.8
277,420,1.7
277,250,1.61
277,246,3.33
278,261,2.35
278,492,2.12
278,225,1.82
278,425,1.62
278,309,1.59
278,248,2.96
278,434,1.79
278,287,1.96
278,96,1.98
278,317,2.13
278,382,3.43
278,457,1.77
279,267,3.86
279,56,3.39
279,477,1.73
279,415,2.82
279,103,2.14
279,492,2.36
279,68,2.83
279,349,2.51
279,191,2.18
279,363,2.15
279,341,1.48
279,102,1.93
280,200,3.47
280,308,1.47
280,103,1.63
280,22,2.34
280,60,1.66
280,175,1.72
280,86,2.9
280,291,1.52
280,467,2.41
280,32,2.25
280,293,3.44
280,151,1.74
281,412,2.93
281,97,3.31
281,138,2.68
281,139,2.14
281,407,2.02
281,413,1.79
281,295,2.57
281,49,2.88
281,383,2.91
281,157,2.35
281,249,1.91
281,252,2.39
282,436,2.35
282,357,1.88
282,123,1.99
282,371,2.96
282,172,2.83
282,409,1.62
282,318,3.73
282,464,2.36
282,364,1.79
282,240,2.32
282,474,2.99
282,153,1.86
283,179,2.84
283,361,1.9
283,129,3.16
283,145,2.07
283,204,2.17
283,425,2.37
283,200,2.02
283,349,2.48
283,335,1.88
283,472,1.89
283,357,2.63
283,325,2.07
284,429,2.68
284,454,2.66
284,494,1.77
284,147,2.41
284,195,1.98
284,357,1.45
284,170,1.67
284,10,1.8
284,444,1.99
284,463,2.02
284,270,1.91
284,363,2.41
285,29,2.74
285,394,3.45
285,128,2.38
285,222,1.89
285,255,2.51
285,468,3.24
285,92,2.11
285,497,2.91
285,33,2.1
285,329,2.42
285,237,2.19
285,322,3.43
286,328,2.72
286,27,2.91
286,415,2.96
286,316,3.28
286,250,2.69
286,429,2.71
286,81,2.92
286,484,2.95
286,73,3.25
286,60,3.13
286,335,2.37
286,100,3.91
287,496,2.1
287,124,1.73
287,462,3.05
287,293,2.06
287,378,1.77
287,274,2.07
287,279,1.79
287,428,2.16
287,302,1.76
287,317,2.8
287,157,3.35
287,440,2.5
288,338,2.48
288,340,2.69
288,391,3.11
288,233,2.21
288,227,3.29
288,262,2.52
288,176,1.68
288,328,1.66
288,318,4.38
288,245,2.33
288,207,3.17
288,219,3.38
289,278,2.99
289,328,2.12
289,497,2.26
289,2,3.3
289,72,1.96
289,403,1.87
289,346,3.19
289,415,3.61
289,428,1.77
289,391,2.98
289,179,2.93
289,354,1.43
290,452,2.07
290,17,2.91
290,121,2.09
290,377,1.32
290,269,1.88
290,132,2.22
290,49,2.48
290,287,1.62
290,306,3.44
290,54,2.63
290,101,2.68
290,12,2.6
291,237,2.72
291,234,2.7
291,297,2.04
291,406,2.43
291,248,3.28
291,61,1.92
291,224,2.08
291,385,2.7
291,363,2.41
291,203,2.84
291,313,2.41
291,167,2.3
292,430,2.18
292,363,3.18
