item_id,category,fabric,color,style_tag,price,adaptive_features
333,Trousers,Cotton-Blend,Maroon,Casual,103.84,high_contrast_pattern|seamless_interior|prosthetic_leg_access_zip
334,Skirt,Fleece,Charcoal,Loungewear,52.48,high_contrast_pattern|elastic_waist|magnetic_closure
335,Jacket,Denim,White,Loungewear,30.96,seamless_interior|velcro_closure|adjustable_hem
336,Nightwear,Linen,Red,Sport,108.39,reflective_trim
337,Jeans,Cotton-Blend,Black,Loungewear,17.58,none
338,Hoodie,Fleece,Black,Sport,10.97,reflective_trim
339,Skirt,Cotton-Blend,Red,Summer,73.3,magnetic_closure
340,T-Shirt,Cotton,White,Formal,107.98,elastic_waist|one_handed_zipper_pull
341,T-Shirt,Linen,Olive,Loungewear,46.28,wheelchair_back_length|side_seated_fit|elastic_waist
342,Dress,Cotton-Blend,Maroon,Loungewear,50.53,elastic_waist
343,Skirt,Jersey Knit,Grey,Loungewear,38.02,seamless_interior|simple_texture_id
344,Hoodie,Wool-Blend,Red,Formal,53.85,velcro_closure|wide_arm_hole
345,Trousers,Cotton-Blend,Navy,Winter,56.85,wide_arm_hole|velcro_closure
346,Nightwear,Polyester-Blend,Charcoal,Formal,114.23,simple_texture_id
347,Nightwear,Polyester-Blend,Maroon,Winter,23.69,reflective_trim|velcro_closure|prosthetic_leg_access_zip
348,T-Shirt,Polyester-Blend,Black,Workwear,62.59,elastic_waist|front_opening|reflective_trim|tagless
349,Hoodie,Fleece,Grey,Formal,97.58,removable_sleeve|tagless|adjustable_hem|prosthetic_leg_access_zip
350,Shirt,Polyester-Blend,Navy,Winter,10.52,one_handed_zipper_pull|tagless
351,Jeans,Fleece,Charcoal,Sport,68.66,extra_wide_leg_opening
352,T-Shirt,Polyester-Blend,Maroon,Loungewear,36.88,high_contrast_pattern|side_seated_fit
353,Nightwear,Jersey Knit,Red,Workwear,101.51,none
354,Trousers,Fleece,Charcoal,Workwear,66.88,no_buttons|magnetic_closure|extra_wide_leg_opening|velcro_closure|one_handed_zipper_pull
355,T-Shirt,Cotton-Blend,Red,Summer,38.5,adjustable_hem
356,Nightwear,Jersey Knit,Olive,Sport,110.4,none
357,Skirt,Wool-Blend,Charcoal,Workwear,72.57,none
358,Shirt,Fleece,Red,Loungewear,70.07,elastic_waist
359,Skirt,Jersey Knit,White,Casual,100.93,tagless|prosthetic_leg_access_zip|velcro_closure
360,Dress,Jersey Knit,Black,Sport,9.23,elastic_waist
361,Dress,Linen,Red,Summer,108.8,none
362,Dress,Wool-Blend,Beige,Sport,74.91,elastic_waist|adjustable_hem|front_opening|side_seated_fit
363,Jeans,Wool-Blend,White,Summer,82.48,extra_wide_leg_opening|side_seated_fit
364,Hoodie,Jersey Knit,Black,Workwear,110.41,extra_wide_leg_opening
365,Dress,Polyester-Blend,Grey,Summer,50.91,seamless_interior|side_seated_fit
366,Trousers,Denim,White,Summer,13.26,removable_sleeve|magnetic_closure
367,Jeans,Cotton,Royal Blue,Casual,90.66,velcro_closure
368,Jacket,Denim,Red,Sport,75.55,none
369,Nightwear,Polyester-Blend,Navy,Winter,51.6,no_buttons
370,Jeans,Jersey Knit,Royal Blue,Workwear,47.84,magnetic_closure
371,Shoes,Jersey Knit,Beige,Formal,41.28,no_buttons|seamless_interior|elastic_waist
372,Dress,Cotton,Olive,Casual,61.32,wide_arm_hole|side_seated_fit
373,Jeans,Denim,Red,Winter,112.92,seamless_interior|one_handed_zipper_pull|front_opening
374,Shirt,Wool-Blend,Grey,Winter,32.07,extra_wide_leg_opening|removable_sleeve|magnetic_closure
375,Trousers,Cotton,White,Sport,37.37,none
376,Skirt,Polyester-Blend,Beige,Loungewear,13.76,wheelchair_back_length|wide_arm_hole
377,Hoodie,Linen,Maroon,Summer,74.85,wide_arm_hole|one_handed_zipper_pull
378,Shoes,Cotton-Blend,Black,Workwear,94.34,prosthetic_leg_access_zip
379,Jacket,Linen,Red,Winter,16.42,none
380,Jacket,Linen,Beige,Summer,63.5,adjustable_hem|elastic_waist|side_seated_fit
381,Jeans,Fleece,Maroon,Summer,56.7,wide_arm_hole|reflective_trim|wheelchair_back_length
382,Shirt,Polyester-Blend,Beige,Winter,99.74,front_opening
383,Dress,Linen,Olive,Loungewear,85.81,tagless|magnetic_closure|elastic_waist
384,Shirt,Denim,Beige,Winter,74.11,prosthetic_leg_access_zip
385,Nightwear,Wool-Blend,Beige,Workwear,18.26,front_opening
386,T-Shirt,Wool-Blend,Grey,Winter,23.32,wheelchair_back_length|seamless_interior|removable_sleeve|tagless
387,Jeans,Jersey Knit,White,Winter,57.95,wide_arm_hole|seamless_interior|high_contrast_pattern|elastic_waist|velcro_closure
388,Skirt,Jersey Knit,Beige,Sport,68.69,wheelchair_back_length
389,Shirt,Cotton-Blend,Royal Blue,Formal,90.01,wheelchair_back_length|no_buttons|adjustable_hem|front_opening
390,Nightwear,Linen,Olive,Casual,81.78,removable_sleeve|adjustable_hem|prosthetic_leg_access_zip
391,Jacket,Polyester-Blend,Charcoal,Loungewear,103.11,tagless|reflective_trim|one_handed_zipper_pull
392,Jacket,Fleece,Navy,Loungewear,62.82,tagless
393,Trousers,Jersey Knit,Black,Casual,118.62,high_contrast_pattern
394,Trousers,Fleece,Royal Blue,Summer,12.42,no_buttons|wide_arm_hole|one_handed_zipper_pull|prosthetic_leg_access_zip
395,Skirt,Polyester-Blend,Olive,Loungewear,111.63,side_seated_fit|tagless|extra_wide_leg_opening
396,Shirt,Cotton,Maroon,Formal,71.61,prosthetic_leg_access_zip
397,Nightwear,Denim,Black,Winter,11.8,simple_texture_id|magnetic_closure|high_contrast_pattern|prosthetic_leg_access_zip
398,Jacket,Linen,Grey,Casual,41.3,magnetic_closure|front_opening|removable_sleeve
399,T-Shirt,Cotton,Red,Sport,116.76,prosthetic_leg_access_zip|removable_sleeve|wheelchair_back_length|side_seated_fit
400,Trousers,Jersey Knit,Royal Blue,Sport,61.11,no_buttons|removable_sleeve|high_contrast_pattern|one_handed_zipper_pull
401,Jeans,Denim,Grey,Formal,102.59,one_handed_zipper_pull|seamless_interior|prosthetic_leg_access_zip|magnetic_closure
402,Shoes,Fleece,Navy,Sport,100.84,magnetic_closure
403,Shirt,Polyester-Blend,Red,Summer,74.78,none
404,Shoes,Cotton,Charcoal,Casual,21.5,reflective_trim
405,T-Shirt,Cotton,Black,Winter,85.98,none
406,Skirt,Wool-Blend,Olive,Casual,89.17,adjustable_hem
407,Nightwear,Linen,Royal Blue,Winter,43.31,none
408,Shirt,Linen,Olive,Winter,96.56,tagless|one_handed_zipper_pull
409,Nightwear,Linen,Charcoal,Workwear,78.1,adjustable_hem
410,Shoes,Cotton-Blend,Red,Casual,76.98,tagless|extra_wide_leg_opening|adjustable_hem|wide_arm_hole
411,Hoodie,Denim,Charcoal,Formal,10.73,adjustable_hem
412,Skirt,Linen,Grey,Casual,10.38,wide_arm_hole|removable_sleeve|one_handed_zipper_pull|seamless_interior
413,Hoodie,Jersey Knit,White,Casual,67.24,reflective_trim|elastic_waist|one_handed_zipper_pull|simple_texture_id
414,Shoes,Wool-Blend,Grey,Casual,97.46,magnetic_closure|side_seated_fit|adjustable_hem|extra_wide_leg_opening
415,Jeans,Wool-Blend,Red,Sport,47.28,removable_sleeve|side_seated_fit|adjustable_hem|no_buttons|tagless
416,Trousers,Cotton,Red,Sport,53.02,no_buttons|velcro_closure|adjustable_hem
417,T-Shirt,Cotton-Blend,Black,Casual,78.28,high_contrast_pattern|extra_wide_leg_opening
418,Hoodie,Linen,Navy,Sport,118.22,tagless|seamless_interior|high_contrast_pattern|removable_sleeve
419,Skirt,Polyester-Blend,Royal Blue,Sport,54.79,high_contrast_pattern|seamless_interior|adjustable_hem
420,Skirt,Fleece,Navy,Formal,90.61,prosthetic_leg_access_zip|elastic_waist
421,Trousers,Cotton-Blend,Olive,Workwear,20.37,velcro_closure
422,Shoes,Wool-Blend,Grey,Workwear,40.17,elastic_waist
423,Jacket,Cotton,Grey,Loungewear,34.16,prosthetic_leg_access_zip
424,Hoodie,Cotton-Blend,Olive,Loungewear,10.0,none
425,Shirt,Denim,Beige,Workwear,55.91,velcro_closure|side_seated_fit|wide_arm_hole|high_contrast_pattern|seamless_interior
426,Shoes,Cotton-Blend,Olive,Winter,84.12,removable_sleeve
427,Hoodie,Jersey Knit,Olive,Formal,114.4,front_opening
428,Trousers,Wool-Blend,Royal Blue,Summer,18.01,reflective_trim|velcro_closure|magnetic_closure
429,Hoodie,Jersey Knit,White,Sport,106.46,seamless_interior|side_seated_fit
430,Skirt,Polyester-Blend,White,Casual,60.35,wide_arm_hole|velcro_closure|front_opening|reflective_trim
431,Shoes,Wool-Blend,Navy,Summer,26.71,no_buttons|reflective_trim
432,Shirt,Cotton-Blend,Olive,Loungewear,33.95,elastic_waist|no_buttons|high_contrast_pattern|velcro_closure|front_opening
433,Shoes,Linen,Maroon,Workwear,80.76,velcro_closure|magnetic_closure|side_seated_fit|prosthetic_leg_access_zip
434,Jacket,Jersey Knit,Black,Summer,65.42,one_handed_zipper_pull|no_buttons
435,Hoodie,Jersey Knit,Maroon,Summer,27.77,front_opening
436,Jacket,Wool-Blend,Navy,Casual,28.88,elastic_waist
437,Jacket,Linen,Maroon,Workwear,47.21,front_opening|magnetic_closure|high_contrast_pattern
438,Jacket,Cotton-Blend,Black,Formal,116.54,none
439,Dress,Denim,White,Casual,111.91,elastic_waist|tagless|extra_wide_leg_opening|velcro_closure
440,Jeans,Jersey Knit,Navy,Summer,27.48,prosthetic_leg_access_zip|one_handed_zipper_pull|no_buttons|extra_wide_leg_opening|reflective_trim
441,Shirt,Cotton-Blend,Royal Blue,Loungewear,92.92,extra_wide_leg_opening
442,Shirt,Cotton,Maroon,Loungewear,25.24,removable_sleeve|tagless|elastic_waist
443,Shoes,Fleece,Grey,Casual,33.14,elastic_waist|removable_sleeve|seamless_interior
444,Shoes,Jersey Knit,Maroon,Loungewear,68.14,prosthetic_leg_access_zip
445,Dress,Polyester-Blend,Beige,Sport,72.97,extra_wide_leg_opening|front_opening
446,Hoodie,Fleece,Grey,Loungewear,106.28,none
447,Dress,Jersey Knit,Maroon,Winter,22.51,removable_sleeve
448,Dress,Jersey Knit,Grey,Winter,115.03,one_handed_zipper_pull|reflective_trim|removable_sleeve|wheelchair_back_length
449,T-Shirt,Jersey Knit,Maroon,Loungewear,98.67,seamless_interior|removable_sleeve|high_contrast_pattern|simple_texture_id
450,Shirt,Cotton-Blend,Black,Loungewear,69.7,extra_wide_leg_opening|wheelchair_back_length|reflective_trim
451,Trousers,Cotton,Black,Formal,53.75,none
452,Trousers,Linen,Red,Formal,37.09,wide_arm_hole
453,Nightwear,Cotton,Beige,Summer,63.54,velcro_closure|wheelchair_back_length|one_handed_zipper_pull
454,Hoodie,Cotton-Blend,Charcoal,Summer,32.66,none
455,Jeans,Linen,Black,Loungewear,16.53,reflective_trim|front_opening|prosthetic_leg_access_zip
456,Shirt,Cotton,Red,Formal,63.46,prosthetic_leg_access_zip|extra_wide_leg_opening|high_contrast_pattern|wide_arm_hole
457,Jacket,Denim,White,Sport,74.35,no_buttons|front_opening
458,Trousers,Fleece,Maroon,Casual,46.95,no_buttons|seamless_interior|side_seated_fit
459,Dress,Linen,Grey,Formal,71.36,prosthetic_leg_access_zip|velcro_closure|extra_wide_leg_opening
460,Shirt,Jersey Knit,Royal Blue,Winter,106.41,wide_arm_hole
461,Jacket,Cotton,Charcoal,Summer,81.75,tagless|velcro_closure|reflective_trim
462,Jacket,Denim,Grey,Workwear,105.14,wheelchair_back_length|elastic_waist|simple_texture_id|velcro_closure
463,Skirt,Polyester-Blend,Navy,Sport,101.75,side_seated_fit|removable_sleeve|seamless_interior
464,Jacket,Jersey Knit,Red,Formal,84.18,front_opening|one_handed_zipper_pull|high_contrast_pattern
465,Nightwear,Cotton,Navy,Winter,92.3,removable_sleeve|elastic_waist
466,Hoodie,Denim,Charcoal,Workwear,106.66,simple_texture_id
467,T-Shirt,Polyester-Blend,Red,Workwear,11.28,front_opening|velcro_closure|high_contrast_pattern|one_handed_zipper_pull
468,Nightwear,Wool-Blend,Royal Blue,Casual,22.43,wheelchair_back_length|magnetic_closure|simple_texture_id
469,Jeans,Jersey Knit,Maroon,Casual,91.27,wheelchair_back_length
470,Trousers,Cotton,Navy,Formal,99.61,adjustable_hem
471,Jeans,Polyester-Blend,Navy,Winter,64.84,one_handed_zipper_pull|extra_wide_leg_opening|adjustable_hem
472,Trousers,Cotton,Royal Blue,Winter,40.15,none
473,T-Shirt,Cotton-Blend,Black,Formal,117.89,high_contrast_pattern|velcro_closure
474,Shoes,Denim,Red,Loungewear,37.1,wide_arm_hole|side_seated_fit
475,Skirt,Polyester-Blend,Beige,Casual,68.48,prosthetic_leg_access_zip|no_buttons
476,Shoes,Cotton-Blend,Charcoal,Casual,19.98,prosthetic_leg_access_zip|adjustable_hem|magnetic_closure
477,Dress,Linen,Charcoal,Casual,68.62,side_seated_fit|simple_texture_id|adjustable_hem
478,Shirt,Wool-Blend,Grey,Workwear,46.29,wheelchair_back_length|no_buttons|prosthetic_leg_access_zip|one_handed_zipper_pull|extra_wide_leg_opening
479,Skirt,Linen,Grey,Sport,112.39,front_opening|tagless
480,Jacket,Cotton,Maroon,Summer,112.97,none
481,Shirt,Cotton,Charcoal,Workwear,15.6,reflective_trim|tagless|adjustable_hem
482,Nightwear,Cotton-Blend,Red,Formal,87.32,prosthetic_leg_access_zip
483,Jacket,Denim,Olive,Winter,73.2,none
484,Trousers,Fleece,Grey,Formal,77.54,removable_sleeve
485,Shoes,Linen,White,Casual,105.61,none
486,T-Shirt,Linen,Navy,Sport,116.51,seamless_interior|velcro_closure|no_buttons|high_contrast_pattern|wide_arm_hole
487,Jacket,Jersey Knit,Grey,Winter,22.57,adjustable_hem|one_handed_zipper_pull|elastic_waist
488,Shoes,Cotton-Blend,White,Sport,10.75,front_opening|adjustable_hem|wheelchair_back_length
489,Hoodie,Wool-Blend,Beige,Workwear,44.24,none
490,Shoes,Jersey Knit,Beige,Loungewear,94.29,wheelchair_back_length|tagless
491,Jeans,Denim,Olive,Sport,57.94,seamless_interior|magnetic_closure|high_contrast_pattern
492,Trousers,Jersey Knit,Royal Blue,Loungewear,119.68,simple_texture_id
493,Dress,Wool-Blend,Maroon,Casual,58.56,no_buttons|simple_texture_id
494,Shoes,Cotton-Blend,Red,Summer,97.02,seamless_interior
495,T-Shirt,Cotton-Blend,Black,Summer,32.73,tagless|one_handed_zipper_pull|wide_arm_hole
496,Nightwear,Cotton,Charcoal,Workwear,84.22,none
497,Nightwear,Linen,Maroon,Workwear,38.61,prosthetic_leg_access_zip|one_handed_zipper_pull|velcro_closure
498,Shoes,Linen,Grey,Loungewear,24.92,elastic_waist|tagless|simple_texture_id|one_handed_zipper_pull|adjustable_hem
499,T-Shirt,Polyester-Blend,Beige,Workwear,113.68,removable_sleeve|reflective_trim
500,Shoes,Fleece,Maroon,Formal,79.51,magnetic_closure|front_opening
